0,Text,Label
"79 Write a program to print which will find all such numbers which are divisible by 7 but are not a multiple of 5,
","['79 Write a program to print which will find all such numbers which are divisible by 7 but are not a multiple of 5,\n = {\'0\', \'1\'}"".format(nominator, denominator)  .  print(\',@, \')\'\'\'{\'})\'  for the present day.  #peccluded people = [\'1\', (\'2\',(\'3\',\')}\'#\'.format(\'{8},\')  [(2,']",0
"80 write a Python program to print the roots of a quadratic equation
","import math
a = float(input(""Enter the first coefficient: ""))
b = float(input(""Enter the second coefficient: ""))
c = float(input(""Enter the third coefficient: ""))
if (a!=0.0):
    d = (bb)-(4ac) 
    if (d==0.0):
        print(""The roots are real and equal."") 
        r = -b/(2a)
        print(""The roots are "", r,""and"", r)
    elif(d>0.0):
        print(""The roots are real and distinct."")
        r1 = (-b+(math.sqrt(d)))/(2a) 
        r2 = (-b-(math.sqrt(d)))/(2a)
        print(""The root1 is: "", r1)
        print(""The root2 is: "", r2)
    else:
        print(""The roots are imaginary."")
        rp = -b/(2a) ip = math.sqrt(-d)/(2a)
        print(""The root1 is: "", rp, ""+ i"",ip)
        print(""The root2 is: "", rp, ""- i"",ip)
else:
    print(""Not a quadratic equation.""

",1
"80 write a Python program to print the roots of a quadratic equation
","['80 write a Python program to print the roots of a quadratic equation\n = (Rice = -4 / 100) + (x / 8)  \t  if k == 1 or k < 1:  and k = 1, then  = ""I"" = 100.0/8. ip = """"  for x in original_print_list()  # with open(open(""X, "") |->""->"", ""{}, ""-> ""']",0
"81 Write a Python program to convert a given Bytearray to Hexadecimal string.
","def bytearray_to_hexadecimal(list_val):
     result = ''.join('{:02x}'.format(x) for x in list_val)  
     return(result)
     

",1
"81 Write a Python program to convert a given Bytearray to Hexadecimal string.
","['81 Write a Python program to convert a given Bytearray to Hexadecimal string.\nc regard the use of ""a"" in the ""ine"" function.   "" cent = American""  76.81 The ""is"" = 83.21  At this address.ison.gov Address.bcd = n = 201.5. 81.}}  col = np.array()  < <> > < > > 201, >. >>.']",0
"82 Write a Python program to count number of substrings with same first and last characters of a given string.
","def no_of_substring_with_equalEnds(str1): 
	result = 0; 
	n = len(str1); 
	for i in range(n): 
		for j in range(i, n): 
			if (str1[i] == str1[j]): 
				result = result + 1
	return result
 
",1
"82 Write a Python program to count number of substrings with same first and last characters of a given string.
","[""82 Write a Python program to count number of substrings with same first and last characters of a given string.\ncues and vals called 'A' Warecne' are set to 'B'c'dain.   'els' and 'Z' Wireless_ Cellular_info.' format is 'F'cus' or 'SF' Cooperative_C' veer. Both included. 'C')  for 'Geeta' \\2' : 'Geeks'""]",0
"83 Write a Python program to move all spaces to the front of a given string in single traversal.
","def moveSpaces(str1): 
    no_spaces = [char for char in str1 if char!=' ']   
    space= len(str1) - len(no_spaces)
    result = ' '*space    
    return result + ''.join(no_spaces)

",1
"83 Write a Python program to move all spaces to the front of a given string in single traversal.
","['83 Write a Python program to move all spaces to the front of a given string in single traversal.\ncne() method.   used is: "" withdde"" + company.equals()  {""ded"" : """"}] \t  # Move all characters from a string at space (except : ""AEIOUaeiou"") --> A B Cne = IOUAEOU  [ Menu  "" Menu : { \\\' Menu\' : [ \\ Menu']",0
"84 Write a Python program to find maximum length of consecutive 0’s in a given binary string.
","def max_consecutive_0(input_str): 
     return  max(map(len,input_str.split('1')))
str1 = '111000010000110'
print(""Original string:"" + str1)
print(""Maximum length of consecutive 0’s:"")

",1
"84 Write a Python program to find maximum length of consecutive 0’s in a given binary string.
","[""84 Write a Python program to find maximum length of consecutive 0’s in a given binary string.\n=setc()   and re=reactive().  n>0.  res_tol=n' and tol<0\u2005c. n*i  (n+1) \\ n\\n + 1. return -n*c<\\s\\t'n'.  return max_length*maxlength+\\_max_""]",0
"85 Write a Python program that iterate over elements repeating each as many times as its count.
","from collections import Counter
c = Counter(p=4, q=2, r=0, s=-2)
print(list(c.elements()))

",1
"85 Write a Python program that iterate over elements repeating each as many times as its count.
","[""85 Write a Python program that iterate over elements repeating each as many times as its count.\n = b.isnumeric()   # Equivalent of b' = 0.5 * b}'\\n' : [2, 3, 1, 10, 15] \t  print(result) {'1'} } + '2'+3'{}'.isfunc()} [4]*'4' - 2*(1""]",0
"86 Write a Python program to find the second smallest number in a list.
","def second_smallest(numbers):
  if (len(numbers)<2):
    return
  if ((len(numbers)==2)  and (numbers[0] == numbers[1]) ):
    return
  dup_items = set()
  uniq_items = []
  for x in numbers:
    if x not in dup_items:
      uniq_items.append(x)
      dup_items.add(x)
  uniq_items.sort()    
  return  uniq_items[1]
  
  
",1
"86 Write a Python program to find the second smallest number in a list.
","[""86 Write a Python program to find the second smallest number in a list.\n star.   =  {'a': 1, 'b': 4}  # or v = {*': 10, **': 9}'C'CI' : (19, 4, 3) # Values in celsius : v  {}  for i, k = 1} in 'M'A'B' = 'C')'D' {'E'': (""]",0
"87 Write a Python function to check whether a list contains a sublist.
","def is_Sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False

	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1
				
				if n == len(s):
					sub_set = True

	return sub_set
 
 
",1
"87 Write a Python function to check whether a list contains a sublist.
","['87 Write a Python function to check whether a list contains a sublist.\n  # Note :# if the list is not a subset of a given list, then the function needs to be printed in a  list  of list.  if not, the number = 1.0.1.Error  :  [this is a negative number]  # calculating the count of the num  is: 1  101 * 3.8  ( equation = - 1)  +']",0
"86 Write a Python program to generate groups of five consecutive numbers in a list
","l = [[5*i + j for j in range(1,6)] for i in range(5)]
print(l)

",1
"86 Write a Python program to generate groups of five consecutive numbers in a list
","['86 Write a Python program to generate groups of five consecutive numbers in a list\n case. The list after conversion to tuple case  = 1.  icates. res_ case = (-2, "").is_square(2).relu(3)  and  [(3, -1, 2), (-3, -2, 0), (3,-1, 2).iso_case = (2,-2),  (4, \'XC\').best_']",0
"87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.
","print(max(num, key=sum))

",1
"87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.
","['87 Write a Python program to print the list in a list of lists whose sum of elements is the highest.\ncat activation = lambda x: int(x) ** 0.5, with open(fname) as f:   [(1, 2), -1])  at f:\\n \\d\\n\'.python\'  for i in range(1,-1) and \\n\\d""\\:\\"" as\\xcII\\u"" (\\t""']",0
"88 Write a Python fuction to print the depth of a dictionary.
","def dict_depth(d):
    if isinstance(d, dict):
        return 1 + (max(map(dict_depth, d.values())) if d else 0)
    return 0
dic = {'a':1, 'b': {'c': {'d': {}}}}
print(dict_depth(dic))

",1
"88 Write a Python fuction to print the depth of a dictionary.
","[""88 Write a Python fuction to print the depth of a dictionary.\n records the break point.   # To make the move over to the next table, omitilly.'''''' Beauction = lambda x: x, y: y, x = 0, 1  and y = 1. '\\n',''.'#'{}, '--.--' '.--', '--',''] '-.-.', '.-.--.-',' Code =""]",0
"89 Write a Python function to pack consecutive duplicates of a given list elements into sublists and print the output.
","from itertools import groupby
def pack_consecutive_duplicates(l_nums):
    return [list(group) for key, group in groupby(l_nums)]
n_list = [0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4 ]
print(""Original list:"") 
print(n_list)
print(""\nAfter packing consecutive duplicates of the said list elements into sublists:"")
print(pack_consecutive_duplicates(n_list)) 

",1
"89 Write a Python function to pack consecutive duplicates of a given list elements into sublists and print the output.
",['89 Write a Python function to pack consecutive duplicates of a given list elements into sublists and print the output.\n celsius = (fahrenheit - 32) * 5.0/9.9 * AC  \t  n = n + 1 \\n + [\\t]  # calculating the acogram  of  0.8 .  N  = 0  * (n - 1)  +  [n * 1.5  (p'],0
"90 Write a Python function to create a list reflecting the modified run-length encoding from a given list of integers or a given list of characters and print the output.
","from itertools import groupby
def modified_encode(alist):
        def ctr_ele(el):
            if len(el)>1: return [len(el), el[0]]
            else: return el[0]
        return [ctr_ele(list(group)) for key, group in groupby(alist)]

n_list = [1,1,2,3,4,4,5, 1]
print(""Original list:"") 
print(n_list)
print(""\nList reflecting the modified run-length encoding from the said list:"")
print(modified_encode(n_list))

",1
"90 Write a Python function to create a list reflecting the modified run-length encoding from a given list of integers or a given list of characters and print the output.
","[""90 Write a Python function to create a list reflecting the modified run-length encoding from a given list of integers or a given list of characters and print the output.\n's list should contain only zero characters.   Characters that are not a common English color. The values should be printed in a comma-separated sequence on a single-pad. (This should print only the words that occurs in the input.) # Note : Format : {0} : '.--' will occur""]",0
"91 Write a Python function to create a multidimensional list (lists of lists) with zeros and print the output.
","nums = []

for i in range(3):

    nums.append([])

    for j in range(2):

        nums[i].append(0)
print(""Multidimensional list:"")
print(nums)

",1
"91 Write a Python function to create a multidimensional list (lists of lists) with zeros and print the output.
","[""91 Write a Python function to create a multidimensional list (lists of lists) with zeros and print the output.\n  [1,2,3,4,5]]' in response.   (The original list is : [2 * 1, 3, 4 * 4], [5,6, 7, 8] )  and return [3 * 2, 1]  3 * 3 [4 * 0, 5 * 7] [6] ]  in""]",0
"92 Write a Python function to read a square matrix from console and print the sum of matrix primary diagonal.Accept the size of the square matrix and elements for each column separated with a space (for every row) as input from the user and print the output.
","
size = int(input(""Input the size of the matrix: ""))
matrix = [[0] * size for row in range(0, size)]
for x in range(0, size):

    line = list(map(int, input().split()))

    for y in range(0, size):
        matrix[x][y] = line[y]

matrix_sum_diagonal = sum(matrix[size - i - 1][size - i - 1] for i in range(size))

",1
